,contents,down_count,is_facebook,is_twitter,mobile_yn,modified_ymdt,object_id,registered_ymdt,ticket,up_count,writer_id,writer_ip,writer_nickname,writer_profile_type
262,이 소설을 보는데 소모한 시간이 너무 아깝네요 진작 깨달았으면 좋았을탠데 초반 중반에는 알기 힘든데 중후반에 가면 작가님이 스토리를 숫자(레벨)로만 진행시키는걸 느낄수 있었습니다 그 후부터는 막 넘기면서 초반에 꼼꼼히 읽던게 바보같게 그냥 훅훅 봤습니다 이 글을 처음부터 보시는 분들은 제9구역과의 전쟁부분 까지만 보시길 권합니다 후반으로 갈수록 성이가 않보이거든요,0,false,false,Y,2016-07-18T17:38:01.0+0900,novel-388687,2016-07-15T12:53:42.0+0900,novel02,1,gusr****,211.200.xxx.120,ktnxvnfd,naver
263,"하렘+먼치킨+학원물
제가 좋아하는  요소가 모인 소설이라 잼있는 것 같아요! ^^",0,false,false,N,2016-07-24T17:13:17.0+0900,novel-389896,2016-07-24T13:33:34.0+0900,novel02,1,ans1****,116.124.xxx.153,멋진풍경,naver
264,정말 너무 흥미진진하고 재밋는 소설!,0,false,false,Y,2016-07-24T13:19:20.0+0900,novel-389896,2016-07-23T17:37:35.0+0900,novel02,1,jene****,125.178.xxx.194,록이,naver
265,여러분은 넬의 귀여운 모습들을 보실 수 있습니다.,0,false,false,Y,2016-07-03T20:05:25.0+0900,novel-509211,2016-07-03T20:05:25.0+0900,novel02,0,se14****,112.156.xxx.19,로렌,naver
266,일상 인가?,0,false,false,Y,2016-07-05T00:09:53.0+0900,novel-509211,2016-07-03T03:24:14.0+0900,novel02,1,guan****,211.246.xxx.80,31번,naver
267,어!! 이걸 이제 발견하다니 ㅠㅠ 히킬에서 홍보좀 해주시징 히킬만 보구 있엇는데,0,false,false,N,2016-07-29T15:42:50.0+0900,novel-543794,2016-07-29T15:42:50.0+0900,novel02,0,sill****,1.243.xxx.9,,naver
268,응? 일러에 키르케?,0,false,false,N,2016-07-24T22:50:37.0+0900,novel-543794,2016-07-24T22:50:37.0+0900,novel02,0,qotm****,183.107.xxx.77,백육십,naver
269,문피아에서 보다가 우연히 히킬보려고 네이버에 오다가 우연히 이 소설을 네이버에서도 발견하다가 우연히 못본 회차가 있길래 웃고있다가 끔찍히 잔혹한 사실을 발견했다. 내가 어디까지 봤었지? 왜 본 회차에 회색표시가 안나있는거야! 뿌애애애앵!,0,false,false,N,2016-07-25T09:10:39.0+0900,novel-543794,2016-07-23T16:34:47.0+0900,novel02,2,fkdl****,220.71.xxx.234,DALmilkman,naver
270,더..더... 나에게 이소설을 더줘!!!! 캬아아아아악!!!!,0,false,false,N,2016-07-25T09:10:58.0+0900,novel-543794,2016-07-22T17:24:25.0+0900,novel02,1,azx2****,59.26.xxx.6,네피림,naver
271,멋진세계관으로 여러이야기를 재미있게 써주시네욤 ㅇㅅㅇb,0,false,false,Y,2016-07-08T09:31:58.0+0900,novel-543794,2016-07-08T09:31:58.0+0900,novel02,0,diya****,110.70.xxx.181,디야,naver
272,"재미있으므니다 
하하",0,false,false,N,2016-07-06T00:19:52.0+0900,novel-543794,2016-07-05T20:02:04.0+0900,novel02,1,pink****,59.9.xxx.241,박정환,naver
273,네이버에게사랑받으시는 레고님! 어서 차기작을 정식연재에 내주시옵소서! 삼가 기다리겠나이다,1,false,false,N,2016-07-05T20:01:21.0+0900,novel-543794,2016-07-03T11:29:58.0+0900,novel02,1,djwl****,218.148.xxx.41,이어달리기한판승,naver
274,ㅋㅋㅋㅋㅋ사랑은여 무슨ㅠ,3,false,false,Y,2016-07-25T09:11:08.0+0900,novel-543794,2016-06-30T21:16:16.0+0900,novel02,1,dldj****,115.126.xxx.84,레고밟았어,novel
275,이 분이 네이버에게 사랑받는다는 작가분인가요? 삼가 인사 올립니다 ^_^,1,false,false,N,2016-07-25T09:11:13.0+0900,novel-543794,2016-06-30T17:08:51.0+0900,novel02,4,dpdj****,122.47.xxx.194,Numb,naver
276,잼잼,2,false,false,Y,2016-07-06T00:20:03.0+0900,novel-543794,2016-06-28T19:41:42.0+0900,novel02,3,spee****,124.49.xxx.214,LULUMO,naver
277,테디님 감사합니다 ㅎㅎ 빨리 정식연재 갈 수 있도록 노력할게요 ㅎㅎ,0,false,false,Y,2016-07-18T13:45:23.0+0900,novel-553103,2016-07-18T13:45:23.0+0900,novel02,0,sao3****,49.175.xxx.190,462시간,novel
278,"재밌게 보고 있어요.
어서 정식 연재로 가버려 ㅠㅠ",0,false,false,N,2016-07-18T13:45:40.0+0900,novel-553103,2016-07-18T02:31:33.0+0900,novel02,1,mana****,117.123.xxx.71,테디,naver
279,안녕하세요? 만일 이 글을 보았다면 저에게 말을 걸어 주세요~,0,false,false,Y,2016-07-18T02:31:03.0+0900,novel-553103,2016-07-18T02:17:10.0+0900,novel02,1,sao3****,49.175.xxx.190,462시간,novel
280,"그 다음편이 뭔가요?
빨리 다음편을 보고 싶군요.",0,false,false,Y,2016-07-29T17:19:58.0+0900,novel-312588,2016-07-29T17:19:58.0+0900,novel02,0,rnjs****,1.242.xxx.223,권하영,naver
281,"그림때문에 재미없을것 같다구요? 천만에 말씀
진짜 이 소설 추천합니다 진심으로",0,false,false,Y,2016-07-29T08:08:27.0+0900,novel-502417,2016-07-29T08:08:27.0+0900,novel02,0,cute****,211.36.xxx.62,별,naver
282,최고에요!!! 사랑합니다 작가님 ♥,0,false,false,Y,2016-07-08T12:30:50.0+0900,novel-304434,2016-06-16T00:41:58.0+0900,novel02,1,eun0****,211.105.xxx.196,아유,naver
283,"저기오늘않나오나요
나오면좋했는데",0,false,false,Y,2016-07-12T10:41:38.0+0900,novel-474879,2016-07-12T10:41:38.0+0900,novel02,0,dltk****,112.159.xxx.107,,naver
284,ㅂ배고플때 보지마ㅅ세요... 아ㅏ 배고ㅍ. (죽어벌임,0,false,false,Y,2016-07-07T03:06:48.0+0900,novel-474879,2016-07-07T03:06:48.0+0900,novel02,0,smal****,182.222.xxx.22,덜익은감,naver
285,"아주 쉽게 말하면 에디트는 사랑입니다 표지를보시면
싸랑스렁~~(♡¤♡)우쮸쮸쯍~♡",0,false,false,Y,2016-06-30T00:05:51.0+0900,novel-474879,2016-06-30T00:05:51.0+0900,novel02,0,vydm****,121.184.xxx.189,크림스튜,naver
286,그냥 짱♡코믹해요.처음에 로맨스는 안나오는데 뒤쪽에 나와요.재밌어요♡♡,0,false,false,Y,2016-06-28T15:39:38.0+0900,novel-474879,2016-06-28T15:39:38.0+0900,novel02,0,ocy2****,182.230.xxx.169,오치영,naver
287,"흔한 영애의 미식보고서 언제또나오나요
언제언제나오는건지 알려주세요",0,false,false,Y,2016-06-25T03:25:53.0+0900,novel-474879,2016-06-25T03:25:53.0+0900,novel02,0,dltk****,112.159.xxx.107,,naver
288,"진짜아아ㅏ아ㅏ 추천하는 소설이에요! 귀욤귀욤하고 아기자기하고 뾰롱뾰롱(?)한 내용을 원하시면 엄~~청 추천해요!!! 특히 1,20대 여자들에게 추천합니다☆ 진짜 별점 테러들때문에 9.98이지만 테러들만 없었으면 10점도 가능했을듯!! 내용도 점점 더 재밌어지고 지금까지 등장한 인물들만 봐도 매우우 기대되는 소설이죠. 심지어 아직 7살인 꼬맹이가 음식설명을 엄청잘해서 만들어 먹어보고싶게 하잖아요오ㅠㅜ 다이어트 하는사람들에게는 비추천.. (째릿--) ㅋ..크흠 취소할께요.. 그리고 제 생각에는 엘리오르랑 에디트랑 이어진다고 생각하는데 (사심) 엘리오르 츤데레(?) /// 아 절대로 저는 꼬맹이 엘리오르에게 사심이 있는게 아니에요. (단호박인줄;) 하ㅏ하하핳... (코쓱) 

결론은 에디트 사랑해! 작가님 사랑해요! 작은바보도 사랑해! 꺄ㅏ아아아 엠리님!!! 팬이에요!! ♥△♥ 

txt. 작은바보 내끄ㅓ야. 작가님도 내끄야ㅏㅇ
txt. 작가님 표정 → (ㄱ-) 정.색.
txt. (탈주)",1,false,false,Y,2016-07-08T14:03:01.0+0900,novel-474879,2016-06-14T23:05:01.0+0900,novel02,2,na20****,222.237.xxx.32,잇힝,naver
289,대장장이물 좋아해서 정주행 시작합니다,2,false,false,N,2016-07-08T00:25:35.0+0900,novel-495121,2016-07-01T23:55:58.0+0900,novel02,1,yuoo****,218.235.xxx.229,JCㅡEnt,naver
290,간만에 볼만한걸 찾았다.,2,false,false,N,2016-07-08T00:25:35.0+0900,novel-495121,2016-06-13T00:02:38.0+0900,novel02,1,mass****,211.177.xxx.167,군중심리,naver
291,1빠 by작가,2,false,false,N,2016-07-21T11:58:29.0+0900,novel-535830,2016-06-09T16:36:40.0+0900,novel02,0,whwo****,218.154.xxx.65,macro,novel
292,뭐지 회차가 통째로 날라간 듯한 이기분은,0,false,false,Y,2016-06-14T19:13:56.0+0900,novel-88465,2016-06-14T19:13:56.0+0900,novel02,0,skgu****,223.62.xxx.127,lilililil,naver
293,현재 잔행중임,0,false,false,Y,2016-06-14T18:37:32.0+0900,novel-88465,2016-06-14T18:37:32.0+0900,novel02,0,fath****,175.223.xxx.100,TK,naver
294,뭐냐 보고잇는데 점점 유료화 되어가네,0,false,false,Y,2016-06-14T18:37:02.0+0900,novel-88465,2016-06-14T18:37:02.0+0900,novel02,0,fath****,175.223.xxx.100,TK,naver
295,와 이런 대작이... 정주행을 끝내고도 또 보고 싶습니다^^,0,false,false,N,2016-06-09T20:42:45.0+0900,novel-80880,2016-06-09T20:42:45.0+0900,novel02,0,gkdl****,112.172.xxx.51,블랙윗치,naver
296,이 작품 네웹소가 적극 잡아야된다,0,false,false,Y,2016-07-03T15:44:42.0+0900,novel-166510,2016-07-03T15:44:42.0+0900,novel02,0,sjwc****,210.90.xxx.121,클로버,naver
297,재미있어요,0,false,false,N,2016-06-09T18:14:02.0+0900,novel-166510,2016-06-09T18:14:02.0+0900,novel02,0,sjwc****,210.90.xxx.121,클로버,naver
298,"진짜 말이 필요없는 작품....!!
몇시간 만에 정주행 다 끝냈습니다.
너무 너무 재밌고 좋은 완결!
다시 리메이크 하신다는데 몇번이고 계속 볼거에요 진짜 스토리 굳굳",0,false,false,N,2016-07-19T15:51:32.0+0900,novel-5297,2016-07-19T05:00:34.0+0900,novel02,1,siso****,211.201.xxx.102,Natalie,naver
299,"이 소설은 과자와 같다. 이 과자는 하나하나가 각각 개성적인 맛을 갖고 있으며, 그 과자의 하나하나의 풍미는 농후하여 과자가 아닌 50년 이상된 와인을 천천히 음미하여 삼키는듯 하다. 같은 맛은 하나도 없고, 오직 각각 다른 맛 뿐인... 그런 과자를 먹는듯 하다. 절대로 질리지 않는다. 오히려 보면 볼수록 더 새로운 맛이 느껴지는듯도 하다.",0,false,false,Y,2016-07-23T09:15:37.0+0900,novel-204370,2016-07-20T22:25:07.0+0900,novel02,1,jung****,124.53.xxx.177,단풍잎,naver
300,"재밌게 봤습니다.
2기 기대하고있습니다 작가님.
건강하십쇼(뜬금)",0,false,false,Y,2016-07-26T04:16:07.0+0900,novel-232802,2016-07-26T04:16:07.0+0900,novel02,0,dmsq****,124.53.xxx.82,신이시여,naver
301,진짜진짜 재밌어요!!! 13화부터 삭제된게 아쉽긴 한데...... 그래도 정말 재미있습니다!!,0,false,false,Y,2016-07-16T16:32:13.0+0900,novel-409402,2016-07-16T16:32:13.0+0900,novel02,0,july****,116.124.xxx.154,귤귤,naver
302,"안녕하세요. 미리 마라지만, 저는 미국사람이기 때문에, 한국말을 잘 않은편이 아닙니다. 실술을한다면, 미리서사과하게습니다. 이건 리뷰가 아니고, 각자닙하고 통화를하고십은데. 전 각자님의 'Sword and Sword' 잘읽었고, 그레서 'Sword and Sword' 영어로 버녁하고 미국 싸이트에다 부치고십습니다. 전각자님으 일을 팔 생각이 저녀없음니다. 그냥 자원 봉사 하는겂니다. 질문이 있으시다면, 제 email 로 글을 보내 주세요. yongn.cho97@gmail.com",2,false,false,N,2016-07-19T00:00:03.0+0900,novel-26978,2016-06-30T06:57:47.0+0900,novel02,1,yong****,108.18.xxx.96,Yong Cho,naver
303,이 작품을 한낱 인간의 눈으로 읽을 수 있다는 사실에 신과 작가에게 감사하게된다. 그것이 이 작품의 묘한 매력이다.,0,false,false,Y,2016-06-29T23:46:35.0+0900,novel-26978,2016-06-29T23:46:35.0+0900,novel02,0,jung****,124.53.xxx.177,단풍잎,naver
304,"이 작품을 글로써 표현하라고 한다면,

나는 이 작품에 대해 최대한 짧게 쓸것이다.

왜냐? 이 작품을 겨우 2차원 문자로 표현한다는 것은

이 작품에 대한 모욕이다.

허나, 3차원의 말과 몸짓으로도 이 작품의

모든것을 담아서 전달하기에는

한 없이도 부족하다.

따라서, 나는 이 작품에 대해서 최대한 짧게 표현해 볼 것이다.
(하지만 이 작품을 아직 보지 못한 사람들을 위해 좀 더 내용을 더 하다 보니 그닥 짧은 글이 나오지는 않는 듯하다.)



이 작품은 어찌 글로도, 말로도, 몸짓으로도 조차 형언 할 수 없다. 

따라서, 이 작품을 읽으면서 느껴지는 그 감동과 전율은, 

그 어느 누구조차 당신에게 완벽히 전해 줄 수 없다.

혹시 누군가가 당신에게 이 작품에 대해, 단 십분의 일 이라도 전달했다면,

그 사람은 거의 멘사 회원급일것이다.

그저 직접 읽고 마음속 깊이 느껴라. 

그러다 보면

이 작품은 인간이 쓰고 읽을만한 작품이 아니라는 것을 깨닫는다.",1,false,false,Y,2016-07-28T16:07:24.0+0900,novel-26978,2016-06-29T23:45:08.0+0900,novel02,0,jung****,124.53.xxx.177,단풍잎,naver
305,가면 갈수록 더 좋아지는 필력과 더 탄탄해지는 스토리를 가진. 절대 지지 않는 별.,0,false,false,Y,2016-06-21T01:04:21.0+0900,novel-26978,2016-06-21T01:04:21.0+0900,novel02,0,leot****,1.216.xxx.85,TZPray,naver
306,영원할 1등 작품,0,false,false,N,2016-06-21T01:04:26.0+0900,novel-26978,2016-06-16T20:09:10.0+0900,novel02,1,yuoo****,218.235.xxx.229,JCㅡEnt,naver
307,왜 연제를 하다마시는건지 이러실꺼면...왜쓰셧어요ㅜㅜ,0,false,false,Y,2016-06-15T19:34:58.0+0900,novel-78390,2016-06-15T19:34:58.0+0900,novel02,0,hwlo****,183.99.xxx.101,프리천사,naver
308,오오 ㅇㅅㅇ 이미지가 바뀌었다 ㅋ,0,false,false,N,2016-07-29T16:13:24.0+0900,novel-556934,2016-07-29T16:13:24.0+0900,novel02,0,regi****,221.159.xxx.221,냥냥고냥이,naver
309,와 진짜 너무 재밌는거 같아요 ㅋㅋ 다음 이야기가 너무 궁금하네요.,0,false,false,N,2016-07-28T22:16:07.0+0900,novel-556934,2016-07-17T15:38:47.0+0900,novel02,1,regi****,221.159.xxx.221,냥냥고냥이,naver
310,너무너무 재밌어요 다음회차가 빨리보고싶어요,0,false,false,Y,2016-07-29T21:25:21.0+0900,novel-556934,2016-07-16T15:01:41.0+0900,novel02,3,dnau****,1.240.xxx.31,우명철,naver
311,재미있게 봤습니다. 다음 회차가 기다려지네요,0,false,false,Y,2016-07-28T22:16:12.0+0900,novel-556934,2016-07-12T17:51:31.0+0900,novel02,2,dcle****,223.62.xxx.16,이동찬,naver
312,정말 재미있는 글입니다. 무협지 좋아하시는 분들은 다 좋아하실 것 같아요.,0,false,false,Y,2016-07-24T12:24:39.0+0900,novel-554134,2016-07-24T12:24:39.0+0900,novel02,0,sao3****,49.175.xxx.190,462시간,naver
313,"이런 소설 원했지요 밑에분말에 
10000프로는 공감합니다.
이분은 왜 이제야 나타나서
저에게 이런좋은 상상력을 키워주시는지ㅋ
좀더 빨리 나타나시지ㅎㅎ
근래들어서 삼국지 소설들이 많이 나오는데
최고의 글이라고 생각합니다.
모두가 아실거라 생각합니다ㅋ",0,false,false,Y,2016-07-29T00:20:10.0+0900,novel-537796,2016-07-26T12:24:36.0+0900,novel02,1,tkdt****,223.62.xxx.246,격e,naver
314,웹소설 통틀어 제일 재미있게 읽고있습니다 bb,1,false,false,Y,2016-07-29T00:20:06.0+0900,novel-537796,2016-07-25T04:00:47.0+0900,novel02,1,ykw0****,223.62.xxx.107,우왕하지원,naver
315,오? 이거 완결났던거 아닌가?,0,false,false,Y,2016-07-18T13:35:47.0+0900,novel-167300,2016-07-18T13:35:47.0+0900,novel02,0,rlaw****,61.102.xxx.125,,naver
316,기다리는게 싫은글,0,false,false,Y,2016-07-11T21:33:10.0+0900,novel-428678,2016-07-11T21:33:10.0+0900,novel02,0,rkdw****,220.85.xxx.215,드해보자,naver
317,감사합니다. 작품을 통해 더욱 깊은 울림을 주는 작가가 되겠습니다.^^,0,false,false,N,2016-06-16T08:44:50.0+0900,novel-527279,2016-06-14T09:50:54.0+0900,novel02,1,mong****,58.74.xxx.66,천자,novel
318,넘..재미있게 잘보고 있음다..,0,false,false,Y,2016-06-14T09:50:59.0+0900,novel-527279,2016-06-10T10:45:50.0+0900,novel02,1,hypo****,58.74.xxx.66,종달새jojo,naver
319,리뷰 남겨주셔서 감사해염~ 지루하셨다니 안타깝네요. 처음 쓰는 글이다 보니 부족한점이 많은거 이해 부탁드립니다 ^^ 재밋게 쓰도록 노력하고 있으니 계속 봐주시면 힘내겠습니다.,0,false,false,N,2016-07-18T01:15:29.0+0900,novel-429732,2016-07-14T21:09:19.0+0900,novel02,1,tige****,119.201.xxx.116,휘랑군,novel
320,처음에는 재밋게 시작했는데 중반에 와서 많이 지루하게 느껴저서 하차합니다,3,false,false,Y,2016-07-18T01:15:35.0+0900,novel-429732,2016-07-09T10:56:58.0+0900,novel02,0,gusr****,211.200.xxx.120,ktnxvnfd,naver
321,왠만한 무협 웹소설보다 훨씬 낫네요,0,false,false,N,2016-07-21T20:15:55.0+0900,novel-276429,2016-07-19T01:00:54.0+0900,novel02,2,salc****,130.105.xxx.217,살세로,naver
322,기다리고 있습니다.ㅎㅎㅎ,0,false,false,Y,2016-07-11T18:47:19.0+0900,novel-100133,2016-07-11T18:47:19.0+0900,novel02,0,ndh6****,175.223.xxx.33,노도훈,naver
323,"지금까지도 그렇고 앞으로도 무척 기대되는 작품입니다.
아직 완결이 나지 않아 앞으로의 전개가 어떨지 모르지만
지금까지의 작가님의 필력으로 미루어짐작하건대 아주 훌륭한 글이 될 것 같습니다.
등장인물들 하나하나가 생동감있게 묘사되어 있고 
스토리도 탄탄하고 흥미로워 읽는 내내 몰입해서 읽게 됩니다.
분명 대작이 될 것이라 믿습니다.",0,false,false,N,2016-06-27T16:34:02.0+0900,novel-424301,2016-06-27T16:34:02.0+0900,novel02,0,okj5****,5.41.xxx.50,후니,naver
324,"48년 무협인생에 작품다운 작품을 만났네요
화이팅",0,false,false,Y,2016-06-27T16:34:13.0+0900,novel-424301,2016-06-19T17:17:21.0+0900,novel02,1,yu68****,223.62.xxx.117,,naver
325,안끝났어요오오오,0,false,false,N,2016-06-30T23:38:42.0+0900,novel-438693,2016-06-30T23:38:42.0+0900,novel02,0,tmdg****,61.33.xxx.99,유성Pen,novel
326,청완전끝났나요,0,false,false,Y,2016-06-30T23:38:34.0+0900,novel-438693,2016-06-27T09:27:07.0+0900,novel02,1,whda****,121.143.xxx.43,사스케,naver
327,휴지중인가요? 계속 안올라오네요~~~,0,false,false,Y,2016-07-28T16:49:02.0+0900,novel-498955,2016-07-28T16:49:02.0+0900,novel02,0,leew****,59.13.xxx.2,이영휘,naver
328,또잠수,0,false,false,N,2016-07-15T21:40:57.0+0900,novel-475307,2016-07-15T21:40:57.0+0900,novel02,0,ma12****,125.178.xxx.197,흑끼,naver
329,다음편은 언제 나오나요? 궁금합니다.,0,false,false,Y,2016-07-19T20:32:46.0+0900,novel-27287,2016-07-19T20:32:46.0+0900,novel02,0,ndh6****,175.223.xxx.33,노도훈,naver
330,열심히 구독하고 있습니다.ㅎㅎㅎ,0,false,false,Y,2016-07-11T07:18:53.0+0900,novel-27287,2016-07-07T19:15:16.0+0900,novel02,1,ndh6****,175.223.xxx.33,노도훈,naver
331,꿀잼꿀꿀잼이에여!!,0,false,false,N,2016-06-28T14:06:52.0+0900,novel-308068,2016-06-28T14:06:52.0+0900,novel02,0,nox6****,182.228.xxx.37,Nailah,naver
332,정주행 할만한 소설임,0,false,false,N,2016-07-30T00:50:34.0+0900,novel-556339,2016-07-29T21:06:15.0+0900,novel02,1,haju****,118.91.xxx.104,프린스,naver
333,소재도 흥미롭고 전개도 매끄럽고 좋네요.,0,false,false,N,2016-07-30T00:50:37.0+0900,novel-556339,2016-07-29T19:09:55.0+0900,novel02,2,sern****,118.91.xxx.104,에바,naver
334,작가님! 여태껏 조용하게 쭉 읽어온 독자에요. 읽기 시작하면 멈추어지지 않고 술술 흥미를 가지고 정말 재미있게 봤네요. 다양하고 해박한 지식과 긴박감있는 스토리 전개가 어우러져서 참 좋았어요. 끝나가서 너무 아쉬워요. 빠른 시일 내에 꼭 다른 작품으로 만날 수 있기를 기대합니다.  작가님 화이팅!!!!!,0,false,false,N,2016-07-29T23:29:32.0+0900,novel-551913,2016-07-29T14:52:03.0+0900,novel02,1,stee****,220.77.xxx.69,,naver
335,"미스테리 소설을 너무 좋아하는데, 제가 본 웹소설 중에서 가장 완성도가 높은 작품인 것 같아요~  아주 흥미진진하게 너무나 잘 읽고 있습니다^^  필력이 상당히 대단하신것 같아요",0,false,false,Y,2016-07-26T02:27:57.0+0900,novel-551913,2016-07-17T16:22:04.0+0900,novel02,2,e990****,220.87.xxx.239,물흘러가듯,naver
336,나름대로 범인을은근히 점찍어 가며 읽는데요   재미가솔솔나네요  과연 제가생각하는인물이 맞는지 ?또그대상이바뀌겠지만요  그과정또한 즐거움을주네요  감사합니다,0,false,false,Y,2016-07-23T14:46:30.0+0900,novel-551913,2016-07-07T23:33:36.0+0900,novel02,3,bgtb****,39.7.xxx.35,진철,naver
337,그곳에내가있었다면?~~~대단하시네요~^^,0,false,false,Y,2016-07-19T00:04:02.0+0900,novel-496503,2016-07-18T17:49:04.0+0900,novel02,4,wg50****,211.36.xxx.60,주해,naver
338,이제는 올라갈 때가 되신 것 같습니다ㅡ,0,false,false,Y,2016-07-19T00:04:08.0+0900,novel-496503,2016-07-12T20:32:07.0+0900,novel02,7,sher****,223.62.xxx.13,조승현,naver
339,오랜만에 정주행하게 만드네요. 최고~~!!!,0,false,false,Y,2016-07-16T21:21:44.0+0900,novel-496503,2016-07-07T19:06:54.0+0900,novel02,4,sy5m****,223.62.xxx.101,레벨,naver
340,"미스터리라고 하고 맨날 로맨스만  하는 기존의 소설과는 다르네요.
진짜 미스터리 소설 같아요. 강추할께요~~~",0,false,false,Y,2016-07-16T21:21:49.0+0900,novel-496503,2016-07-02T21:48:23.0+0900,novel02,8,dbsg****,110.70.xxx.179,윤형진,naver
341,"베스트 미스터리1위에 오랫동안 있어서 궁금해서 읽어봤는데 역시 1위 할만하네요
진짜 드라마보는 것 같이 너무 재밌게 읽었어요
진짜 강추입니다",0,false,false,Y,2016-07-14T18:10:03.0+0900,novel-496503,2016-07-02T14:54:02.0+0900,novel02,7,falk****,211.59.xxx.143,,naver
342,시험기간에 정주행하고 있어요~  재밌어서 손에서 놓을 수가 없어요 ㅜㅜ,0,false,false,Y,2016-07-14T18:12:23.0+0900,novel-496503,2016-07-02T13:59:32.0+0900,novel02,9,shwj****,58.148.xxx.114,노정운,naver
343,너무 재밌어요 ^^,0,false,false,Y,2016-07-13T15:09:42.0+0900,novel-496503,2016-07-02T13:57:00.0+0900,novel02,5,sjy4****,211.36.xxx.183,,naver
344,"몇일안에 정주행 했어요.! 진심재밌어요?  
오늘의 웹소설로 쭉쭉올라가세요",0,false,false,Y,2016-07-14T18:10:10.0+0900,novel-496503,2016-06-30T18:04:59.0+0900,novel02,6,wkdw****,121.164.xxx.205,장주아,naver
345,"항상 재밌게 잘 보고있습니다^^
더좋은스토리 기대하겠습니다~~",0,false,false,Y,2016-07-14T18:10:11.0+0900,novel-496503,2016-06-29T16:41:59.0+0900,novel02,7,miee****,211.36.xxx.116,,naver
346,"진짜 재밌게 보고 있습니다.
스토리며 캐릭터들까자 진짜 드라마같네요.
앞으로도 기대할께요.~",0,false,false,Y,2016-07-14T18:10:12.0+0900,novel-496503,2016-06-28T20:39:03.0+0900,novel02,6,dbss****,121.164.xxx.205,윤나영,naver
347,"뒤늦게 찾아 읽기 시작했는데 몰입도가 상당해서 쭉쭉 정주행중입니다~  늘어지는 부분없이 너무 잘 읽혀요, 영상화도 기대되네요^^",0,false,false,Y,2016-07-14T18:12:26.0+0900,novel-496503,2016-06-26T15:18:15.0+0900,novel02,8,obla****,220.87.xxx.239,반짝반짝한,naver
348,"챌린지리그에서부터 꾸준히 재밌게 읽고 있는데
다른 미스터리 소설에서 보는 것과 다르게 드라마 보는 것 처럼 항상 다음회가 기다려지는 작품이네요.
그리고 반전에 반전도 있어서 진짜 재밌게 읽고 있습니다.
앞으로도 기대할께요~
오늘의 웹소설로 올라가서 다른 분들도 많이 봤으면 좋겠어요~~~/",0,false,false,Y,2016-07-14T19:52:58.0+0900,novel-496503,2016-06-25T10:19:33.0+0900,novel02,12,aria****,110.70.xxx.90,나,naver
349,"웹소설에 관심없던 저는 한 계기로 웹소설에들어와 ""그곳에 내가 있었다"" 를 보게되었습니다. 그후 웹소설에 관심을 갖고 계속보게 되면서 느꼈습니다 성실하시다! 미스테리 부분에서 1~2위를 왔다갔다 하시는데에도 자만하지않고 끝까지 정시에 올리시는 모습이 정말 본받고싶습니다.
항상 응원하고 있습니다!! 남은 내용도 즐겁게 보겠습니다 
이상 일학 작가님에 1호 팬 올림ㅎㅎㅎㅎ",0,false,false,Y,2016-07-28T15:07:43.0+0900,novel-496503,2016-06-21T21:15:02.0+0900,novel02,14,jjbb****,115.140.xxx.122,정보경,naver
350,"항상 봐도 재미있어요
매 올리때마다 딱시간마춰서 올리시면서 꾸준하게 하시는거같아요 앞으로도 재미있게 써주세요!",0,false,false,Y,2016-07-14T19:52:59.0+0900,novel-496503,2016-06-21T21:10:44.0+0900,novel02,12,kch3****,125.142.xxx.30,쿠커,naver
351,재밋고 잘쓴거같아요~,0,false,false,Y,2016-07-14T19:53:04.0+0900,novel-496503,2016-06-21T21:09:33.0+0900,novel02,13,lucr****,223.62.xxx.31,나는훗훗훗,naver
352,정말 재밋네요 앙 기모찌~~,1,false,false,Y,2016-07-14T19:53:02.0+0900,novel-496503,2016-06-21T21:05:42.0+0900,novel02,12,ujy0****,121.164.xxx.205,RINPOCH,naver
353,"항상 재밌게 읽고 있습니다.
진짜 미스터리 추리 소설을 네이버에서 다 보게되네요.
강추합니다.",0,false,false,Y,2016-07-14T19:53:08.0+0900,novel-496503,2016-06-21T20:37:16.0+0900,novel02,13,yeje****,211.36.xxx.111,무까,naver
354,까플 들렀다 갑니다~,0,false,false,Y,2016-07-14T18:12:34.0+0900,novel-496503,2016-06-20T18:33:47.0+0900,novel02,9,kusa****,182.209.xxx.235,lucky,naver
355,"평소 드라마도 다 끝날때쯤부터 한번에 몰아서 보는 성격인데.... 어째서 여기 발을 들여서..ㅠㅠ 첨부터 다읽고... 궁금해 죽을지경입니다... 빠져나갈 수가 없네....
작가님 굿!!! 칼업댓하신다하니 기다리는 수밖엔 없겠죠...",0,false,false,Y,2016-07-14T19:53:09.0+0900,novel-496503,2016-06-18T00:14:34.0+0900,novel02,13,eh30****,1.232.xxx.162,,naver
356,드라마 보는것 같은 몰입감이있어요,0,false,false,Y,2016-07-14T19:53:10.0+0900,novel-496503,2016-06-16T21:41:10.0+0900,novel02,12,kimh****,218.52.xxx.168,헷나,naver
357,"요즘 꼭  챙겨보고 있어요
작가님 앞으로 화이팅이요,~~",0,false,false,Y,2016-07-14T19:53:11.0+0900,novel-496503,2016-06-16T18:11:04.0+0900,novel02,14,mk03****,183.97.xxx.231,김민결,naver
